objectid,facilityid,name,length,width,surftype,hiking,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,ownedby,maintby,status,trail_type,slope,created_user,last_edited_user,county,council_district,last_edited_date,created_date,installdate,shape_Length
146,4028,Lake Zorinsky Trail,1895.84770445,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 19:46:55+00,,1895.22354020839
147,3539, ,143.9763983,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,143.929834927039
148,158,144th Street South,5587.99947106,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/08 14:01:23+00,,5586.15667227066
149,7,Walnut Creek,16658.27537468,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:30+00,2014/12/04 22:33:40+00,,16652.9259522247
150,8,Lake Zorinsky Connector,4118.67965408,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,4117.32315045579
151,3513,Cottonwood,1747.62669251,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,1747.05886619479
152,3514,Fontanelle Forest - Unnamed,663.51100255,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,663.295806760222
153,4007,,1135.49471038,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/16 02:30:36+00,,1135.11157714542
154,3533, ,1003.6308073,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,1003.31324882277
155,10152,Old Hummel Cup Trail,1556.00783559,,,Yes,No,No,No,No,No,No,No,No,Intermediate,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:59:41+00,,1555.50564600001
156,4037,Lawrence Youngman Lake Park Trail,247.53674614,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:40+00,2017/05/15 20:28:37+00,,247.454644953288
157,242,,2463.57294854,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/22 20:53:21+00,,2462.74515057316
158,159,Westin Hills Park Trail,6682.62381562,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,6680.38375087534
159,4091,Mission Park West,258.30248169,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:51:03+00,,258.218090801621
160,10158,Fur Trader Road,718.89386494,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:59:45+00,,718.650790466871
161,4000,156th St Trail,3326.39170397,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:10:20+00,,3325.27888380278
162,41,Happy Hollow Blvd,3634.78891742,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,3633.58117154562
163,4120,Lake Zorinsky Trail,73.07197448,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:51:08+00,2017/05/15 20:09:55+00,,73.0480147067282
164,3957,,1010.25435766,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:32:09+00,,1009.92859250983
165,3524,Riverview Boardwalk,1842.38508416,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,1841.78553443981
166,38,Oakmont-West Bay Springs,9889.1808161,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,9885.92393806323
167,3904,,10469.110178,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:29:38+00,,10465.6190269118
168,60,West Papio South,4604.64219005,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,4603.13067970744
169,4111,,27078.35499363,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/16 00:14:07+00,,27069.1928104048
170,3940,Lake Zorinsky Trail,1276.68667619,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:18:03+00,,1276.26594820321
171,4046,,1211.64449063,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:38:22+00,,1211.24269905323
172,33,Glenn Cunningham Lake Trail,21622.47862059,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,21615.1738134465
173,3509,Missouri,4514.86503283,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,4513.39477452183
174,3502,Signal Ridge,4834.53789085,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,4832.97006408447
175,3512,Handsome Hollow,2713.9881461,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,2713.10573943506
176,49,Parkside Park,7043.04619691,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,7040.71442232049
177,3985,Keystone Trail,364.88134276,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/16 02:32:44+00,,364.758334111632
178,29,Lamp Park,4335.70921564,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,4334.26980126704
179,3900,,9072.7403119,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:43:46+00,,9069.73377904361
180,11735,Ridgeline Trail,892.51485335,,,Yes,No,No,No,No,No,No,No,No,Advanced,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:59:39+00,,892.212132913324
181,3892,144th Street North,767.43244525,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:00:23+00,,767.17453682327
182,3890,,5264.36519857,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:44:11+00,,5262.68302555389
183,4026,Mission Park West,605.23997302,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:53:01+00,,605.042286161467
184,228,Black Elk,711.13112748,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/22 20:53:21+00,,710.898795846862
185,32,Keystone Trail,2570.14984089,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,2569.28461327181
186,4069,Lake Zorinsky Trail,1825.2189737,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 19:48:28+00,,1824.61932991314
187,3924,Keystone Trail,2315.86484866,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/13 02:40:54+00,,2315.08749214942
188,42,Ralston ,9623.23764353,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,9620.08828163376
189,36,180th Street North,2082.83561839,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,2082.14223782262
190,7332,,721.1847007,,,,,,,,,,,,,,,,Proposed,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2021/08/26 12:13:07+00,,721.091470024576
191,3914,,1483.39128392,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:06:32+00,,1482.9123338058
192,30,Military Rd Trail,12556.5445373,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,12552.3265685788
193,70,Spring Lake,3238.94894127,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,3237.88349828455
194,4052,Blondo St. Trail,8757.76197422,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:34:13+00,,8754.84064905684
195,4029,West Papio Creek Trail,7622.68699605,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 00:40:30+00,,7620.20461109445
196,4012,Westin Hills Park Trail,1162.56529,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:12:57+00,,1162.17538488165
197,6132,Burt St Trail,1044.53721212,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2020/05/15 17:28:30+00,,1044.18993631737
198,3964,Lake Zorinsky Trail,643.59274373,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 19:17:50+00,,643.381241244741
199,4536,Flanagan Lake Connector Trail,727.67440686,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2020/05/13 15:39:49+00,,727.430115237175
200,3506,Prairie,2060.5538489,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,2059.88589485334
201,5,Elmwood South,8090.1969516,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,8087.5138676252
202,4022,,3002.89438434,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:46:12+00,,3001.93372706642
203,3933,,1005.51029122,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 19:01:58+00,,1005.17682069594
204,4059,,1694.92431292,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/16 02:31:20+00,,1694.35313566082
205,4027,,224.55967853,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:04:52+00,,224.484490865506
206,247,,5577.62828721,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/22 20:53:21+00,,5575.76798504774
207,3956,,3146.5877533,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:48:15+00,,3145.58063044586
208,,,106.63839049,,,,Yes,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:21+00,2022/12/06 15:56:09+00,,106.603388296822
209,4079,Glenn Cunningham Lake Trail,58.29596627,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:54+00,2017/05/16 02:32:02+00,,58.2765009825166
210,3896,,432.24598644,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 18:12:18+00,,432.100973334427
211,72,180th Street South,18527.32973773,,,,,,,,,,,,,,,,Proposed,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,18521.2330915554
212,4097,,368.90589209,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 21:01:03+00,,368.781695511839
213,22,156th-West Papio Connector,4417.50808492,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:57+00,2014/12/04 22:33:40+00,,4416.03190485932
214,3920,,1762.41841419,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:49:39+00,,1761.85385279023
215,158,144th Street South,2678.21874687,,,,,Yes,,,,,,No,Easy,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/08 14:01:25+00,,2614.41984178555
216,4934,West Papio North,128.8806002,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,,,2022/12/08 13:51:13+00,2020/05/13 15:26:48+00,,128.837097536634
217,4108,Riverfront Trail,21437.62309109,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/13 01:46:18+00,,21430.5402593482
218,2,Wehrspann Lake,34957.21598715,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Sarpy,,2022/12/08 14:10:30+00,2014/12/04 22:33:40+00,,34945.9017014902
219,4105,,423.78626615,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 00:50:01+00,,423.649980047458
220,3960,Lake Zorinsky Trail,389.39509942,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 19:20:13+00,,389.267152721128
221,4051,Mission Park West,40.22270661,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:53:22+00,,40.2093985051938
222,4093,Mission Park West,272.31552549,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:50:13+00,,272.226430869147
223,4121,180th St Trail,967.08811262,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 20:34:05+00,,966.767324670908
224,3886,,3467.98479874,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:20:19+00,,3466.86748680235
225,4104,,15930.97061843,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/16 00:30:23+00,,15925.6311904007
226,3541, ,206.37078924,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,206.304674083978
227,11736,Lions Den Trail,671.92068369,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:59:40+00,,671.693328890473
228,10150,Big Bluff's Trail,1047.58062579,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2022/12/06 20:59:40+00,,1047.23256323777
229,4084,Big Papio North,14147.09204488,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:57+00,2017/05/15 18:16:15+00,,14142.3263243383
230,4941,Flanagan Lake Connector Trail,1346.86453804,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:57+00,2020/05/13 15:41:29+00,,1346.41154454679
231,3550, ,117.2777872,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,117.239311170405
232,221,West Papio North,349.17243897,,,,,,,,,,,,,,,,Proposed,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2020/05/13 15:18:25+00,,349.055063673295
233,65,Bob Kerrey Bridge,2788.41648088,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,2787.48898563868
234,3978,,559.8886029,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:25:55+00,,559.707579588429
235,9332,Sorensen Parkway,2510.53376095,,,,,,,,,,,,,,,,Proposed,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2022/04/15 14:50:30+00,,2509.78290379724
236,3981,,605.36892287,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:41:15+00,,605.174934649361
237,35,Crosskey Villages Park Trail,161.48477891,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,161.430603308192
238,235,Big Papio North,1522.59351031,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/22 20:53:21+00,,1522.08396428307
239,90,Lakeside Hills,8872.13557036,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,8869.20263837862
240,4001,Walnut Grove Park,3091.55804466,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 18:45:21+00,,3090.54394224689
241,3,Keystone Trail,19288.22806558,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,19281.7892811654
242,3927,,1599.78297466,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/13 01:23:12+00,,1599.25261805038
243,4076,Big Papio South,43.09162439,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:53+00,2017/05/15 18:30:12+00,,43.0772868870137
244,88,West Papio North,14711.6124072,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,14706.7068515749
245,4526,Mission Park,1110.59611192,,,,,,,,,,,,,,,,Existing,Multi-Use,,JECHEZEM,jechezem,Douglas,,2022/12/08 14:07:58+00,2019/03/19 20:02:45+00,,1110.23288306511
246,3907,,477.69018752,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/13 03:01:22+00,,477.529774861741
247,4013,,1172.45935979,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 01:07:54+00,,1172.08140113495
248,160,West Papio South,1656.06095578,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,1655.51614405539
249,10532,Saddlebrook Park Trail,772.50591249,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2022/09/07 15:07:26+00,,772.246333426755
250,4117,S 13th St Trail,2112.9522605,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/13 01:59:16+00,,2112.2586518381
251,3531, ,888.42812107,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,888.145991569467
252,3530,American Heros Park Lake Trail,3159.753277,, , , , , , , , , , , , ,2,2,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,3158.73875787227
253,3932,,394.67643377,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/05/16 19:00:13+00,,394.54923471092
254,3511,Cottonwood,3288.62941462,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,3287.56001490159
255,76,Bennington Lake,32677.33330649,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,32666.268823624
256,10154,Fur Trader Road,466.89666218,,,Yes,No,No,No,No,No,No,No,No,Intermediate,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 13:51:26+00,2022/12/06 20:59:43+00,,466.753002842289
257,3543, ,116.72575886,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,116.688180315707
258,220,Military Rd,16931.76618728,,,,,,,,,,,,,,,,Proposed,Multi-Use,,GIS,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/22 20:53:21+00,,16926.0607117554
259,10157,Fur Trader Road,1582.60132352,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2022/12/06 20:59:45+00,,1582.18010996906
260,158,144th Street South,1352.58473493,,,,,,,,,,,,,,,,Existing,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2022/12/08 14:01:25+00,,1352.13749957875
261,3959,,112.71926305,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 21:08:47+00,,112.681586284529
262,19,Whitehawk - damsite,6181.61994493,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,6128.68262543785
263,4025,,1990.5804634,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 21:56:06+00,,1989.91381284081
264,4050,Big Papio North,11118.58664605,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 18:11:22+00,,11114.8598951873
265,12532,Lions Den Trail,40.28472552,,,Yes,No,No,No,No,No,No,No,No,Easy,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 13:51:32+00,2022/12/06 20:59:44+00,,40.2709614845362
266,4086,,2951.15422182,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 20:59:54+00,,2950.16309381109
267,3942,Lake Zorinsky Trail,117.03645625,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,,,2022/12/08 13:50:05+00,2017/05/15 20:15:39+00,,116.997963323131
268,3508,Stream,1234.33465575,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,1233.93313066192
269,3551, ,426.98910004,10,Concrete, , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,426.850587587952
270,6135,Sorensen Parkway,3324.76199929,,,,,,,,,,,,,,,,Proposed,Multi-Use,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2021/03/29 17:30:39+00,,3323.64418245835
271,4083,Mission Park West,1194.12643433,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 20:56:40+00,,1193.7364967859
272,4004,Riverfront Trail,429.68307876,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/16 02:04:43+00,,429.539716599275
273,4009,144th Street North,737.21999433,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 21:21:17+00,,736.973208063151
274,3536, ,1449.77569021,, , , , , , , , , , , , ,,,,,,GIS,jechezem,Sarpy,,2022/12/08 14:10:30+00,2017/04/01 01:10:23+00,,1449.31516805493
275,4019,,45.50522137,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/16 00:16:11+00,,45.4899021812995
276,4055,Lawrence Youngman Lake Park Trail,798.86490374,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 20:27:58+00,,798.598316546508
277,31,Sorensen Parkway,6832.5118402,,,,,,,,,,,,,,,,Proposed,,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,6830.21561239782
278,10151,Lions Den Cutoff,420.6262816,,,Yes,No,No,No,No,No,No,No,No,Intermediate,,,,Existing,Park Trail,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2022/12/06 20:59:41+00,,420.483344882519
279,Trail - 14132,North Omaha Trial,,10,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,Easy,Excellent,1,1,Existing,Park Trail,0,jechezem,jechezem,Douglas,2,2023/08/08 15:15:41+00,2023/08/08 15:04:45+00,2023/05/01 00:00:00+00,8806.96155453921
280,154,Fontenelle Park/Creighton Blvd,12699.45170803,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,12695.2022849091
281,34,Crosskey Villages Park Trail,2340.2442602,,,,,,,,,,,,,,,,Existing,Multi-Use,,MLSCHONLAU,jechezem,Douglas,,2022/12/08 14:07:58+00,2014/12/04 22:33:40+00,,2339.46290462931
282,4102,Kiwanis Park Trail,395.89372351,,,,,,,,,,,,,,,,Existing,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/16 02:06:56+00,,395.761811419608
283,4525,Mission Park,583.82586288,,,,,,,,,,,,,,,,Existing,Multi-Use,,JECHEZEM,jechezem,Douglas,,2022/12/08 14:07:58+00,2019/03/19 20:02:45+00,,583.635138289929
284,5332,Flanagan Lake Trail,8428.16530236,,,,,,,,,,,,,,,,Existing,,,jechezem,jechezem,Douglas,,2022/12/08 14:07:58+00,2020/05/13 17:13:43+00,,8425.33585389406
285,4061,,2651.07005582,,,,,,,,,,,,,,,,Proposed,,,gis,jechezem,Douglas,,2022/12/08 14:07:58+00,2017/05/15 21:04:02+00,,2650.17985085743
